nombre,url,posicion,pais,altura,peso,equipo,aerial_duels_lost,through_balls,total_clearances,ground_duels,overruns,aerial_duels_won,substitute_on,unsuccessful_dribbles,penalties_taken,touches,putthrough_blocked_distribution,successful_dribbles,right_foot_goals,goals,recoveries,tackles_won,yellow_cards,successful_short_passes,successful_passes_own_half,left_foot_goals,headed_goals,penalty_goals,penalty_goals_conceded,goal_assists,total_fouls_won,putthrough_blocked_distribution_won,offsides,total_shots,hit_woodwork,games_played,total_successful_passes_excl_crosses_corners,rightside_passes,time_played,goals_conceded,tackles_lost,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_layoffs,foul_attempted_tackle,open_play_passes,total_tackles,ground_duels_won,successful_passes_opposition_half,corners_won,times_tackled,unsuccessful_passes_own_half,goals_conceded_inside_box,handballs_conceded,successful_open_play_passes,total_losses_of_possession,forward_passes,shots_on_target_inc_goals,successful_layoffs,attempts_from_set_pieces,clean_sheets,appearances,unsuccessful_crosses_corners,unsuccessful_passes_opposition_half,unsuccessful_short_passes,blocked_shots,total_fouls_conceded,duels_won,aerial_duels,duels,total_passes,shots_off_target_inc_woodwork,duels_lost,blocks,key_passes_attempt_assists,successful_long_passes,goals_conceded_outside_box,backward_passes,assists_intentional,leftside_passes,starts,total_touches_in_opposition_box,substitute_off,ground_duels_lost,unsuccessful_crosses_open_play,goals_from_inside_box,goals_from_outside_box,index,home_goals,away_goals,winning_goal,team_games_played,foul_won_penalty,successful_crosses_open_play,successful_crosses_corners,throw_ins_to_own_player,unsuccessful_long_passes,clearances_off_the_line,interceptions,total_red_cards,unsuccessful_launches,straight_red_cards,corners_taken_incl_short_corners,unsuccessful_corners_into_box,set_pieces_goals,other_goals,successful_corners_into_box,second_goal_assists,successful_launches,red_cards_2nd_yellow,penalties_conceded,throw_ins_to_opposition_player,own_goal_scored,penalties_off_target,last_player_tackle,gk_successful_distribution,goal_kicks,gk_unsuccessful_distribution,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made,saves_from_penalty,saves_made_caught,drops,penalties_saved,goalkeeper_smother,punches,saves_made_parried,catches,crosses_not_claimed
FRANCISCO ROMÁN ALARCÓN SUÁREZ,https://www.laliga.com//es-GB/jugador/isco,Centrocampista,ES,176,79,Real Betis,39.0,15.0,6.0,368.0,5.0,16.0,1.0,52.0,2.0,2076.0,45.0,76.0,6.0,8.0,129.0,27.0,10.0,1080.0,318.0,2.0,,2.0,5.0,5.0,79.0,18.0,3.0,44.0,3.0,29.0,1151.0,379.0,2338.0,30.0,14.0,184.0,1.0,28.0,1244.0,41.0,196.0,876.0,27.0,119.0,25.0,27.0,1.0,1063.0,504.0,438.0,26.0,29.0,4.0,4.0,29.0,109.0,268.0,156.0,20.0,31.0,212.0,55.0,423.0,1335.0,18.0,211.0,1.0,76.0,71.0,3.0,233.0,4.0,285.0,28.0,92.0,14.0,172.0,35.0,8.0,,83.0,7.0,1.0,2.0,38,,7.0,43.0,7.0,28.0,,10.0,,1.0,,127.0,64.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,
BRAHIM DÍAZ,https://www.laliga.com//es-GB/jugador/brahim,Centrocampista,MA,171,59,Real Madrid,9.0,7.0,2.0,244.0,6.0,3.0,13.0,49.0,,1105.0,27.0,55.0,6.0,8.0,74.0,19.0,,592.0,139.0,2.0,,,1.0,6.0,41.0,15.0,5.0,27.0,2.0,31.0,607.0,154.0,1551.0,9.0,10.0,90.0,,16.0,679.0,29.0,125.0,481.0,21.0,91.0,5.0,8.0,1.0,589.0,261.0,154.0,17.0,13.0,,1.0,31.0,18.0,103.0,82.0,11.0,22.0,128.0,12.0,256.0,697.0,10.0,128.0,1.0,24.0,15.0,1.0,192.0,5.0,197.0,18.0,107.0,17.0,119.0,15.0,8.0,,100.0,5.0,3.0,4.0,38,,11.0,13.0,4.0,8.0,,5.0,,1.0,,7.0,3.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
FERMÍN LÓPEZ,https://www.laliga.com//es-GB/jugador/fermin-lopez,Centrocampista,ES,174,64,FC Barcelona,24.0,3.0,9.0,185.0,2.0,8.0,17.0,12.0,,917.0,33.0,22.0,3.0,8.0,70.0,21.0,2.0,490.0,162.0,2.0,3.0,,1.0,,17.0,13.0,10.0,42.0,1.0,31.0,515.0,163.0,1444.0,15.0,20.0,91.0,,37.0,597.0,41.0,80.0,357.0,13.0,37.0,16.0,14.0,,506.0,199.0,156.0,25.0,28.0,,1.0,31.0,13.0,88.0,77.0,9.0,43.0,88.0,32.0,217.0,606.0,17.0,129.0,1.0,18.0,25.0,1.0,141.0,,146.0,14.0,73.0,14.0,105.0,13.0,7.0,1.0,59.0,2.0,6.0,2.0,38,,4.0,4.0,3.0,14.0,,4.0,,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
MASON GREENWOOD,https://www.laliga.com//es-GB/jugador/mason-greenwood,Delantero,GB-ENG,181,70,Getafe CF,20.0,4.0,4.0,282.0,13.0,5.0,3.0,52.0,3.0,1508.0,34.0,73.0,5.0,8.0,120.0,6.0,6.0,695.0,211.0,3.0,,2.0,3.0,6.0,43.0,9.0,1.0,72.0,3.0,33.0,751.0,171.0,2667.0,42.0,5.0,168.0,1.0,21.0,897.0,11.0,127.0,563.0,31.0,101.0,27.0,37.0,1.0,731.0,437.0,147.0,35.0,21.0,5.0,5.0,33.0,84.0,225.0,139.0,30.0,39.0,132.0,25.0,307.0,919.0,37.0,175.0,,30.0,56.0,5.0,245.0,6.0,356.0,30.0,144.0,7.0,155.0,54.0,7.0,1.0,100.0,3.0,5.0,2.0,38,1.0,12.0,23.0,3.0,29.0,,4.0,,5.0,,39.0,20.0,,,9.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS GARCÍA VAYÁ,https://www.laliga.com//es-GB/jugador/pepelu,Centrocampista,ES,185,73,Valencia CF,42.0,5.0,69.0,244.0,,58.0,,10.0,8.0,2558.0,58.0,12.0,7.0,7.0,244.0,53.0,4.0,1488.0,764.0,,,7.0,3.0,1.0,40.0,31.0,1.0,28.0,3.0,37.0,1622.0,510.0,3305.0,43.0,25.0,347.0,,31.0,1856.0,78.0,129.0,904.0,15.0,31.0,111.0,39.0,1.0,1524.0,508.0,725.0,12.0,16.0,12.0,12.0,37.0,101.0,337.0,237.0,7.0,51.0,187.0,100.0,344.0,1969.0,16.0,157.0,10.0,54.0,134.0,4.0,251.0,1.0,483.0,37.0,14.0,3.0,115.0,33.0,7.0,,53.0,6.0,1.0,3.0,38,,16.0,46.0,3.0,110.0,,49.0,,54.0,,108.0,42.0,,,21.0,1.0,16.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
TAKEFUSA KUBO,https://www.laliga.com//es-GB/jugador/take,Centrocampista,JP,173,64,Real Sociedad,17.0,6.0,5.0,235.0,15.0,11.0,6.0,44.0,,1288.0,51.0,55.0,1.0,7.0,98.0,17.0,2.0,550.0,141.0,6.0,,,4.0,4.0,52.0,19.0,8.0,34.0,1.0,30.0,571.0,46.0,2153.0,24.0,9.0,139.0,1.0,10.0,688.0,26.0,133.0,467.0,23.0,71.0,23.0,22.0,3.0,550.0,398.0,162.0,21.0,6.0,2.0,5.0,30.0,108.0,224.0,128.0,12.0,21.0,144.0,28.0,263.0,710.0,13.0,119.0,2.0,54.0,21.0,2.0,193.0,4.0,309.0,24.0,126.0,10.0,102.0,59.0,7.0,,63.0,5.0,2.0,0.0,38,,12.0,37.0,2.0,11.0,,11.0,,3.0,,82.0,42.0,,,22.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
VEDAT MURIQI,https://www.laliga.com//es-GB/jugador/vedat-muriqi,Delantero,XK,194,92,RCD Mallorca,132.0,5.0,26.0,152.0,3.0,146.0,4.0,14.0,3.0,1043.0,31.0,13.0,1.0,7.0,75.0,6.0,5.0,394.0,139.0,3.0,3.0,1.0,4.0,2.0,43.0,7.0,31.0,55.0,4.0,29.0,409.0,118.0,2329.0,32.0,5.0,230.0,10.0,16.0,631.0,11.0,63.0,272.0,9.0,48.0,30.0,27.0,5.0,401.0,382.0,162.0,25.0,39.0,,5.0,29.0,9.0,209.0,221.0,10.0,40.0,209.0,278.0,430.0,639.0,30.0,221.0,4.0,32.0,15.0,5.0,164.0,1.0,195.0,25.0,121.0,6.0,89.0,9.0,7.0,,48.0,2.0,5.0,2.0,38,,2.0,2.0,,9.0,,6.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ALEX BERENGUER,https://www.laliga.com//es-GB/jugador/berenguer,Delantero,ES,175,73,Athletic Club,42.0,4.0,12.0,183.0,6.0,20.0,20.0,35.0,1.0,895.0,46.0,21.0,3.0,7.0,63.0,14.0,4.0,310.0,108.0,3.0,1.0,1.0,1.0,3.0,22.0,23.0,12.0,21.0,,35.0,325.0,118.0,1580.0,19.0,9.0,119.0,2.0,19.0,415.0,23.0,66.0,254.0,24.0,71.0,23.0,16.0,1.0,301.0,342.0,103.0,12.0,11.0,3.0,3.0,35.0,101.0,197.0,102.0,11.0,30.0,86.0,62.0,245.0,444.0,9.0,159.0,,30.0,15.0,3.0,150.0,3.0,73.0,15.0,80.0,7.0,117.0,50.0,6.0,1.0,48.0,6.0,1.0,2.0,38,,13.0,37.0,11.0,17.0,,5.0,,11.0,,66.0,38.0,,,14.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
JOSÉ LUÍS MORALES,https://www.laliga.com//es-GB/jugador/a-j-morales,Delantero,ES,180,70,Villarreal CF,12.0,1.0,3.0,66.0,6.0,2.0,21.0,22.0,,358.0,16.0,9.0,4.0,7.0,38.0,2.0,,144.0,63.0,3.0,,,4.0,,4.0,7.0,13.0,19.0,,29.0,153.0,64.0,1037.0,25.0,2.0,48.0,,,194.0,4.0,17.0,91.0,9.0,35.0,16.0,24.0,,146.0,126.0,36.0,12.0,6.0,,,29.0,9.0,41.0,43.0,7.0,3.0,19.0,14.0,80.0,201.0,7.0,61.0,1.0,4.0,9.0,1.0,56.0,,45.0,8.0,47.0,8.0,49.0,9.0,7.0,,100.0,3.0,4.0,1.0,38,,1.0,1.0,,5.0,,7.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
FERRAN TORRES,https://www.laliga.com//es-GB/jugador/ferran,Centrocampista,ES,184,77,FC Barcelona,11.0,3.0,6.0,78.0,1.0,4.0,17.0,11.0,,625.0,24.0,10.0,4.0,7.0,40.0,6.0,2.0,323.0,88.0,3.0,,,,2.0,16.0,6.0,16.0,25.0,,29.0,337.0,106.0,1203.0,18.0,3.0,82.0,2.0,6.0,407.0,9.0,35.0,259.0,7.0,24.0,18.0,16.0,,325.0,159.0,76.0,15.0,9.0,2.0,2.0,29.0,11.0,75.0,77.0,13.0,8.0,39.0,15.0,93.0,419.0,10.0,54.0,1.0,24.0,14.0,2.0,127.0,2.0,110.0,12.0,60.0,8.0,43.0,10.0,6.0,1.0,96.0,2.0,5.0,0.0,38,1.0,5.0,10.0,4.0,5.0,,5.0,,3.0,,10.0,1.0,1.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
TASOS DOUVIKAS,https://www.laliga.com//es-GB/jugador/tasos-douvikas,Delantero,GR,184,76,RC Celta,28.0,1.0,9.0,106.0,2.0,36.0,25.0,11.0,,349.0,7.0,9.0,4.0,7.0,22.0,7.0,2.0,102.0,39.0,2.0,1.0,,4.0,1.0,30.0,3.0,6.0,19.0,,32.0,104.0,42.0,885.0,23.0,8.0,60.0,2.0,10.0,152.0,15.0,53.0,66.0,6.0,31.0,5.0,22.0,1.0,92.0,132.0,40.0,15.0,19.0,,,32.0,1.0,56.0,58.0,7.0,18.0,89.0,64.0,170.0,164.0,4.0,81.0,3.0,7.0,2.0,1.0,55.0,1.0,27.0,7.0,55.0,5.0,53.0,1.0,7.0,,100.0,3.0,4.0,1.0,38,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOÃO FÉLIX SEQUEIRA,https://www.laliga.com//es-GB/jugador/joao-felix,Delantero,PT,181,70,FC Barcelona,8.0,8.0,11.0,221.0,4.0,8.0,12.0,51.0,,1038.0,26.0,29.0,5.0,7.0,68.0,16.0,3.0,510.0,129.0,2.0,,,,3.0,54.0,13.0,9.0,45.0,4.0,30.0,525.0,205.0,1542.0,16.0,6.0,102.0,4.0,16.0,619.0,22.0,105.0,397.0,21.0,83.0,16.0,14.0,2.0,517.0,255.0,146.0,25.0,31.0,1.0,1.0,30.0,16.0,102.0,87.0,16.0,21.0,113.0,16.0,237.0,627.0,20.0,124.0,1.0,16.0,15.0,2.0,195.0,3.0,81.0,18.0,119.0,15.0,116.0,11.0,7.0,,10.0,,,,38,,1.0,1.0,12.0,15.0,,10.0,,7.0,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISTIAN PORTUGUÉS MANZANERA,https://www.laliga.com//es-GB/jugador/portu,Centrocampista,ES,167,66,Girona FC,20.0,4.0,5.0,97.0,,7.0,22.0,14.0,,469.0,23.0,4.0,6.0,7.0,37.0,13.0,3.0,228.0,78.0,,1.0,,1.0,5.0,16.0,8.0,9.0,16.0,1.0,33.0,229.0,54.0,1176.0,15.0,5.0,57.0,1.0,17.0,274.0,18.0,38.0,154.0,2.0,29.0,17.0,13.0,1.0,217.0,128.0,79.0,11.0,7.0,,,33.0,16.0,56.0,52.0,5.0,18.0,45.0,27.0,124.0,286.0,5.0,79.0,1.0,11.0,1.0,2.0,82.0,4.0,71.0,11.0,59.0,10.0,59.0,15.0,7.0,,10.0,,,,38,1.0,2.0,3.0,,5.0,,4.0,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
LUIS SUÁREZ,https://www.laliga.com//es-GB/jugador/l-suarez,Delantero,CO,185,74,UD Almería,33.0,2.0,11.0,78.0,3.0,10.0,5.0,9.0,1.0,377.0,18.0,12.0,5.0,6.0,17.0,5.0,3.0,138.0,49.0,1.0,,1.0,3.0,,18.0,11.0,4.0,33.0,1.0,15.0,148.0,57.0,917.0,23.0,2.0,46.0,1.0,16.0,177.0,7.0,37.0,101.0,9.0,19.0,7.0,21.0,,131.0,104.0,35.0,14.0,9.0,,,15.0,5.0,44.0,44.0,7.0,18.0,47.0,43.0,121.0,194.0,19.0,74.0,,7.0,10.0,2.0,64.0,,38.0,10.0,58.0,7.0,41.0,5.0,6.0,,53.0,5.0,1.0,0.0,38,,2.0,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ÁLVARO GARCÍA,https://www.laliga.com//es-GB/jugador/alvaro-1,Centrocampista,ES,167,61,Rayo Vallecano,27.0,1.0,25.0,143.0,1.0,15.0,2.0,14.0,,1171.0,70.0,10.0,2.0,6.0,111.0,25.0,6.0,463.0,149.0,4.0,,,1.0,1.0,23.0,35.0,25.0,37.0,,32.0,473.0,265.0,2492.0,38.0,9.0,214.0,1.0,16.0,679.0,34.0,66.0,353.0,19.0,25.0,48.0,33.0,,468.0,387.0,207.0,17.0,14.0,,1.0,32.0,92.0,258.0,157.0,8.0,25.0,81.0,42.0,185.0,687.0,20.0,104.0,,38.0,10.0,5.0,156.0,1.0,59.0,30.0,108.0,18.0,77.0,84.0,6.0,,39.0,2.0,4.0,1.0,38,1.0,26.0,29.0,16.0,57.0,,36.0,1.0,35.0,,10.0,6.0,,,2.0,,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
KIRIAN RODRÍGUEZ,https://www.laliga.com//es-GB/jugador/kirian,Centrocampista,ES,180,75,UD Las Palmas,46.0,16.0,23.0,233.0,1.0,22.0,1.0,9.0,,3486.0,65.0,26.0,5.0,6.0,231.0,32.0,7.0,2620.0,1372.0,1.0,,,5.0,2.0,37.0,36.0,1.0,26.0,1.0,37.0,2696.0,777.0,3216.0,44.0,20.0,317.0,2.0,18.0,2914.0,52.0,115.0,1329.0,10.0,57.0,82.0,41.0,3.0,2603.0,464.0,871.0,14.0,40.0,2.0,5.0,37.0,21.0,256.0,256.0,17.0,23.0,137.0,68.0,301.0,3013.0,12.0,164.0,3.0,35.0,76.0,3.0,552.0,1.0,813.0,36.0,19.0,7.0,118.0,10.0,3.0,3.0,69.0,5.0,1.0,3.0,38,,5.0,5.0,4.0,61.0,1.0,28.0,,23.0,,6.0,1.0,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,
RAPHAEL DIAS BELLOLI,https://www.laliga.com//es-GB/jugador/raphinha,Delantero,BR,176,68,FC Barcelona,5.0,6.0,11.0,121.0,3.0,9.0,11.0,19.0,1.0,957.0,32.0,24.0,,6.0,74.0,8.0,4.0,447.0,149.0,5.0,1.0,1.0,2.0,9.0,25.0,16.0,7.0,47.0,3.0,28.0,475.0,94.0,1371.0,14.0,6.0,112.0,1.0,13.0,564.0,14.0,63.0,354.0,26.0,27.0,14.0,13.0,,454.0,242.0,111.0,22.0,8.0,10.0,2.0,28.0,54.0,152.0,93.0,12.0,17.0,72.0,14.0,135.0,587.0,25.0,63.0,1.0,32.0,28.0,1.0,155.0,9.0,227.0,17.0,90.0,12.0,58.0,27.0,4.0,2.0,78.0,5.0,1.0,2.0,38,1.0,9.0,28.0,19.0,19.0,,13.0,1.0,2.0,1.0,50.0,22.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,
MARCOS LLORENTE,https://www.laliga.com//es-GB/jugador/m-llorente,Centrocampista,ES,184,74,Atlético de Madrid,32.0,1.0,30.0,163.0,5.0,17.0,8.0,11.0,,1522.0,71.0,11.0,4.0,6.0,115.0,23.0,5.0,870.0,401.0,1.0,1.0,,,4.0,27.0,25.0,19.0,27.0,,37.0,888.0,143.0,2570.0,33.0,17.0,178.0,1.0,21.0,1065.0,40.0,77.0,499.0,17.0,29.0,57.0,28.0,2.0,887.0,307.0,270.0,19.0,16.0,,4.0,37.0,58.0,179.0,160.0,3.0,31.0,94.0,49.0,212.0,1066.0,8.0,118.0,11.0,23.0,18.0,5.0,245.0,4.0,408.0,29.0,83.0,12.0,86.0,58.0,6.0,,48.0,4.0,2.0,2.0,38,,12.0,12.0,74.0,18.0,,14.0,,11.0,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,
BRYAN ZARAGOZA,https://www.laliga.com//es-GB/jugador/bryan-zaragoza,Delantero,ES,164,61,FC Bayern,,,,27.0,4.0,1.0,6.0,8.0,,129.0,6.0,8.0,,,4.0,4.0,1.0,53.0,20.0,,,,1.0,,1.0,,1.0,5.0,,7.0,57.0,21.0,178.0,6.0,,14.0,,,69.0,4.0,13.0,39.0,2.0,12.0,1.0,5.0,,55.0,41.0,19.0,4.0,5.0,,,7.0,8.0,21.0,12.0,2.0,2.0,14.0,1.0,28.0,71.0,1.0,14.0,,4.0,4.0,1.0,23.0,,8.0,1.0,19.0,1.0,14.0,7.0,,,39.0,,,0.0,34,,2.0,2.0,1.0,2.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAÚL GARCÍA,https://www.laliga.com//es-GB/jugador/raul-4,Delantero,ES,192,70,CA Osasuna,71.0,1.0,11.0,75.0,3.0,50.0,22.0,13.0,,492.0,19.0,6.0,4.0,6.0,28.0,4.0,4.0,183.0,61.0,1.0,1.0,,,1.0,12.0,8.0,9.0,27.0,2.0,35.0,189.0,87.0,1348.0,24.0,6.0,106.0,3.0,9.0,279.0,10.0,28.0,128.0,7.0,29.0,14.0,21.0,1.0,173.0,183.0,69.0,12.0,15.0,,,35.0,6.0,98.0,104.0,6.0,13.0,78.0,121.0,196.0,295.0,15.0,118.0,1.0,9.0,6.0,3.0,82.0,1.0,57.0,13.0,67.0,11.0,47.0,6.0,6.0,,92.0,2.0,4.0,1.0,38,,,,2.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEONARDO MICALI CARRILHO BAPTISTÃO,https://www.laliga.com//es-GB/jugador/leo-baptistao,Delantero,BR,185,72,UD Almería,70.0,1.0,20.0,133.0,5.0,48.0,10.0,14.0,,850.0,42.0,12.0,6.0,6.0,85.0,16.0,6.0,344.0,144.0,,,,2.0,,29.0,12.0,13.0,39.0,1.0,32.0,356.0,102.0,1843.0,39.0,9.0,174.0,8.0,17.0,507.0,25.0,66.0,215.0,8.0,31.0,56.0,35.0,1.0,333.0,276.0,153.0,18.0,45.0,,3.0,32.0,24.0,142.0,146.0,9.0,21.0,114.0,118.0,251.0,530.0,21.0,137.0,1.0,19.0,12.0,4.0,138.0,,137.0,22.0,69.0,14.0,67.0,24.0,6.0,,100.0,0.0,6.0,1.0,38,,3.0,3.0,7.0,28.0,,11.0,1.0,19.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
ABDÓN PRATS,https://www.laliga.com//es-GB/jugador/abdon,Delantero,ES,181,81,RCD Mallorca,61.0,5.0,12.0,68.0,1.0,41.0,23.0,10.0,,414.0,17.0,8.0,1.0,6.0,30.0,4.0,3.0,124.0,41.0,2.0,3.0,,,1.0,18.0,3.0,5.0,25.0,1.0,34.0,131.0,57.0,1258.0,15.0,2.0,100.0,7.0,11.0,224.0,6.0,30.0,91.0,7.0,20.0,17.0,9.0,1.0,124.0,170.0,71.0,14.0,11.0,2.0,1.0,34.0,7.0,90.0,94.0,8.0,18.0,71.0,102.0,170.0,231.0,11.0,99.0,3.0,13.0,7.0,6.0,47.0,1.0,56.0,11.0,46.0,8.0,38.0,4.0,6.0,,90.0,2.0,4.0,0.0,38,,,1.0,,6.0,,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
LUCAS BOYÉ,https://www.laliga.com//es-GB/jugador/lucas-boye,Delantero,AR,179,81,Granada CF,80.0,2.0,46.0,390.0,4.0,58.0,1.0,75.0,,1316.0,55.0,53.0,4.0,6.0,113.0,25.0,8.0,431.0,174.0,1.0,1.0,,4.0,3.0,43.0,30.0,8.0,43.0,2.0,31.0,449.0,115.0,2554.0,57.0,25.0,160.0,6.0,47.0,550.0,50.0,146.0,279.0,9.0,161.0,32.0,53.0,6.0,390.0,456.0,159.0,15.0,33.0,1.0,1.0,31.0,10.0,138.0,149.0,13.0,72.0,204.0,138.0,528.0,609.0,28.0,324.0,5.0,23.0,18.0,4.0,175.0,3.0,160.0,30.0,135.0,14.0,244.0,10.0,6.0,,48.0,4.0,2.0,0.0,38,,4.0,4.0,1.0,11.0,,10.0,1.0,7.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
ARDA GÜLER,https://www.laliga.com//es-GB/jugador/arda-guler,Centrocampista,TR,176,67,Real Madrid,,,1.0,53.0,,,6.0,9.0,,298.0,4.0,11.0,1.0,6.0,21.0,4.0,1.0,170.0,60.0,5.0,,,,,8.0,,1.0,10.0,1.0,10.0,179.0,31.0,373.0,5.0,2.0,24.0,2.0,9.0,198.0,6.0,25.0,121.0,5.0,14.0,9.0,5.0,,174.0,56.0,39.0,6.0,8.0,1.0,1.0,10.0,11.0,26.0,21.0,5.0,11.0,25.0,,53.0,203.0,4.0,28.0,,2.0,9.0,,65.0,,68.0,4.0,21.0,2.0,28.0,6.0,6.0,,100.0,2.0,4.0,1.0,38,1.0,,2.0,2.0,3.0,,2.0,,1.0,,6.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
BRAIS MÉNDEZ,https://www.laliga.com//es-GB/jugador/brais-mendez,Centrocampista,ES,187,76,Real Sociedad,36.0,10.0,21.0,264.0,4.0,26.0,5.0,31.0,,1688.0,54.0,24.0,,5.0,121.0,28.0,7.0,864.0,327.0,3.0,2.0,,4.0,6.0,56.0,19.0,3.0,43.0,4.0,32.0,914.0,209.0,2420.0,29.0,14.0,215.0,2.0,47.0,1065.0,42.0,121.0,611.0,25.0,61.0,39.0,26.0,2.0,863.0,424.0,334.0,17.0,34.0,10.0,5.0,32.0,80.0,256.0,176.0,23.0,58.0,147.0,62.0,326.0,1129.0,26.0,179.0,4.0,34.0,50.0,3.0,245.0,5.0,341.0,27.0,67.0,11.0,143.0,22.0,2.0,3.0,66.0,2.0,3.0,3.0,38,1.0,5.0,24.0,4.0,39.0,,12.0,,8.0,,49.0,29.0,2.0,,11.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
IVÁN MARTÍN,https://www.laliga.com//es-GB/jugador/ivan-martin,Centrocampista,ES,178,null,Girona FC,24.0,2.0,12.0,239.0,4.0,8.0,3.0,20.0,,2016.0,41.0,39.0,1.0,5.0,146.0,25.0,5.0,1449.0,668.0,4.0,,,4.0,4.0,34.0,22.0,4.0,15.0,,36.0,1480.0,399.0,2745.0,35.0,19.0,124.0,3.0,18.0,1573.0,44.0,117.0,813.0,5.0,61.0,42.0,33.0,1.0,1450.0,270.0,285.0,11.0,43.0,,3.0,36.0,9.0,91.0,113.0,4.0,27.0,125.0,32.0,271.0,1604.0,4.0,146.0,3.0,25.0,31.0,2.0,391.0,2.0,529.0,33.0,66.0,21.0,122.0,9.0,5.0,,51.0,4.0,1.0,2.0,38,,1.0,1.0,6.0,11.0,,21.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
YANGEL HERRERA,https://www.laliga.com//es-GB/jugador/herrera-1,Centrocampista,VE,184,78,Girona FC,46.0,1.0,45.0,291.0,,62.0,2.0,7.0,,1592.0,36.0,22.0,4.0,5.0,125.0,37.0,9.0,919.0,518.0,,1.0,,4.0,,62.0,22.0,2.0,40.0,4.0,29.0,962.0,284.0,2119.0,26.0,27.0,139.0,1.0,47.0,1081.0,64.0,147.0,452.0,9.0,57.0,49.0,26.0,2.0,943.0,270.0,254.0,18.0,29.0,,3.0,29.0,21.0,111.0,111.0,12.0,65.0,209.0,108.0,399.0,1101.0,22.0,190.0,8.0,18.0,43.0,,251.0,,312.0,27.0,70.0,18.0,144.0,21.0,4.0,1.0,76.0,3.0,2.0,3.0,38,1.0,8.0,8.0,2.0,28.0,,24.0,,14.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
NICHOLAS WILLIAMS ARTHUER,https://www.laliga.com//es-GB/jugador/williams-jr,Delantero,ES,181,67,Athletic Club,9.0,8.0,3.0,337.0,13.0,8.0,2.0,92.0,,1367.0,63.0,86.0,3.0,5.0,131.0,12.0,4.0,504.0,155.0,2.0,,,,11.0,37.0,16.0,12.0,38.0,2.0,31.0,523.0,248.0,2281.0,23.0,19.0,137.0,1.0,13.0,641.0,31.0,154.0,413.0,43.0,143.0,22.0,20.0,2.0,504.0,481.0,128.0,19.0,21.0,1.0,3.0,31.0,108.0,223.0,123.0,18.0,19.0,162.0,17.0,354.0,660.0,19.0,192.0,2.0,36.0,19.0,3.0,210.0,9.0,74.0,29.0,157.0,21.0,183.0,73.0,5.0,,52.0,2.0,3.0,1.0,38,3.0,25.0,45.0,11.0,14.0,,3.0,1.0,4.0,,57.0,27.0,,,18.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
